day,ZUSD,USD,USDT,USD,DUET,ADUET,ZBTC,BTC,ZNAS,NAS
1,0.9528405826479454,1,1,1,5.079014402613895,11.41,15545.660839801238,11829.6,988.5947835385412,7570.25
2,0.9559770549862466,1,1,1,4.988401334177075,11.85,15697.002254424635,11226.0,1016.6523852130977,7660.180176
3,0.9651092176023855,1,1,1,4.138004647432238,11.8,15846.951017761185,11332.7,1253.9123054251684,7642.669922
4,0.7824040872350104,1,1,1,4.44253486963843,11.43,12880.503048587756,11167.4,1528.4962946409523,7654.549805
5,0.7752106770333911,1,1,1,4.485299961261051,11.34,12832.802688648395,11384.4,1551.5838112030365,7622.319824
6,0.7927125837106664,1,1,1,3.994269074679963,10.56,13142.585361391943,12622.1,1835.7064687845202,7523.259766
7,0.7996837402970013,1,1,1,3.705341255528753,10.44,13352.83525762424,13025.0,2079.1221365523697,7453.169922
8,0.8079191873127454,1,1,1,3.458464670800824,10.98,13490.34782882305,11924.8,2362.4805387226675,7430.259766
9,0.821457910990343,1,1,1,3.2094081582840595,11.23,13733.160102553516,11368.1,2678.1331850143197,7447.680176
10,0.8217406387247975,1,1,1,3.169062742661851,11.51,13814.694616291894,11686.5,2785.394912486618,7507.870117
11,0.8219737567565024,1,1,1,3.1609743250333255,11.19,13818.613680611934,11374.2,2832.2707902270204,7488.060059
12,0.8303603733164873,1,1,1,3.0105772735201195,11.27,13959.605303978547,10036.4,3090.900279323525,7561.689941
13,0.8354843935574356,1,1,1,2.998708462635067,11.21,14174.5705718782,10792.9,3208.9490429816174,7545.5
14,0.8389300730773013,1,1,1,2.969158014776818,11.41,14331.449930495988,9283.5,3297.114238163164,7434.72998
15,0.8406400681683978,1,1,1,2.959436622530708,11.54,14236.815793014277,9777.4,3344.9666217275185,7494.399902
16,0.8406342341408296,1,1,1,2.952415558818502,11.1,14170.62663316828,10594.8,3399.2264715437,7490.319824
17,0.839116394077109,1,1,1,2.9551622199330203,11.09,13863.090486098887,10544.6,3446.3089814269256,7569.029785
