day,ZUSD,USD,USDT,USD,DUET,ADUET,ZBTC,BTC,ZNAS,NAS
1,0.9814080996715373,1,1,1,5.0471837864106455,11.41,16011.741880818458,11829.6,985.295734096512,7570.25
2,0.9780121228950214,1,1,1,4.8166029856674735,11.85,15956.336281866274,11226.0,1034.690352792953,7660.180176
3,0.9449650743472039,1,1,1,4.87079816241003,11.8,15233.663982863947,11332.7,1040.3088371361375,7642.669922
4,0.9498226239833392,1,1,1,4.651700184661614,11.43,15332.755429471097,11167.4,1095.4016656467857,7654.549805
5,0.9068160976327573,1,1,1,4.704139620859436,11.34,14718.824746634922,11384.4,1116.627270201789,7622.319824
6,0.911349806534002,1,1,1,4.5350259151627235,10.56,14792.412839020886,12622.1,1166.4857223303193,7523.259766
7,0.9534118956469062,1,1,1,3.268810468633547,10.44,15497.033470457776,13025.0,1699.410949855814,7453.169922
8,0.9593588424656571,1,1,1,3.1128514813313535,10.98,15593.696868846238,11924.8,1806.578782447835,7430.259766
9,0.9748791606532142,1,1,1,2.772016864780071,11.23,15803.332568404368,11368.1,2059.975687058765,7447.680176
10,0.9537274348416528,1,1,1,2.617637754491965,11.51,15460.451346928845,11686.5,2315.766730427579,7507.870117
11,0.9429573372371666,1,1,1,2.566973826411547,11.19,15141.970788338733,11374.2,2443.941307995474,7488.060059
12,0.9373865666930243,1,1,1,2.5096590051900423,11.27,15096.1300274856,10036.4,2579.2051179192354,7561.689941
13,0.9386141465595497,1,1,1,2.5241613224033954,11.21,15173.330994859138,10792.9,2588.2972346649863,7545.5
14,0.9412966978082418,1,1,1,2.4176068046298167,11.41,15262.913133990582,9283.5,2774.058229500963,7434.72998
15,0.9433611349004735,1,1,1,2.3967494929759368,11.54,15308.487753399973,9777.4,2820.090143785571,7494.399902
16,0.9388406226574745,1,1,1,2.4115007371326795,11.1,15250.531423116267,10594.8,2838.4421490948093,7490.319824
17,0.9385641161774299,1,1,1,2.3903706047831452,11.09,15251.494902294731,10544.6,2927.3201435897954,7569.029785
18,0.9425183843085992,1,1,1,2.3598216883887497,11.09,15383.921056279589,10754.4,3016.9020365793203,7531.069824
19,0.9430021219854641,1,1,1,2.354503195855567,10.48,15437.73441289605,10727.8,3072.6037017768786,7548.75
20,0.9454823172657866,1,1,1,2.3417639302908277,10.01,15481.283762332507,10326.5,3110.2813857697074,7563.189941
21,0.9481799882953252,1,1,1,2.3260045474421123,9.86,15583.20941699288,9647.7,3155.2357826678453,7563.089844
22,0.9446599320218247,1,1,1,2.3441737744440423,9.91,15447.240811475069,10127.0,3169.64168682143,7629.569824
23,0.94289957025751,1,1,1,2.3626434910881855,10.65,15460.922614863553,9756.4,3212.9984645333293,7627.649902
24,0.9455185531720881,1,1,1,2.3449741367622527,8.72,15552.227772364336,10156.1,3271.9470568489446,7645.450195
25,0.9404379850342971,1,1,1,2.3748898738552895,8.0,15549.52387833269,9485.7,3302.0939122530312,7628.279785
26,0.938005415341955,1,1,1,2.395583585992459,8.14,15578.502895434394,9774.8,3317.7785772316934,7637.430176
27,0.9381050564668344,1,1,1,2.396778595339446,8.19,15535.284650871305,9544.6,3333.520441134791,7490.0
28,0.9404743697177943,1,1,1,2.3969090758880496,8.33,15574.521147388414,9678.3,3375.428345502977,7399.009766
29,0.9371269317987257,1,1,1,2.4188890969823995,8.51,15324.977696738151,10010.7,3370.698522391955,7352.819824
30,0.9363458588628246,1,1,1,2.4257985783802107,7.74,15214.946126845618,10385.5,3376.5391321982875,7371.620117
31,0.9411242053263104,1,1,1,2.371811274451245,8.0,15321.336061836417,10775.8,3471.785487232054,7044.5
32,0.9405320342464365,1,1,1,2.365815682916741,8.14,15175.110774610108,10845.5,3480.4194187484745,6964.029785
33,0.9416406478396634,1,1,1,2.3617569314166107,8.42,15207.656871641188,11389.1,3503.0147757891345,7157.209961
34,0.9422043288857118,1,1,1,2.3621968631843244,8.25,15228.719870194356,11601.4,3509.121795288636,7068.669922
35,0.9436428204100742,1,1,1,2.3598459990602074,8.25,15251.970012216172,11786.2,3528.7024207041363,7276.430176
36,0.9417625674865009,1,1,1,2.3580061942422206,8.12,15221.579741039988,11391.0,3554.1862386887137,7278.629883
37,0.9405665185777431,1,1,1,2.3701540963132497,8.09,15265.286244263834,11354.6,3569.365011526113,7116.089844
38,0.9443650177752748,1,1,1,2.346296950352434,7.93,15348.579995371669,10640.9,3639.409811920406,7107.22998
39,0.9418287271292421,1,1,1,2.3715802666861503,7.43,15307.35815938726,10013.8,3657.242706378922,7141.209961
40,0.9427531560105155,1,1,1,2.3764818899459783,7.45,15272.285914636563,10376.0,3660.8323832344026,7118.669922
41,0.9399180572467607,1,1,1,2.401984248782631,7.87,15257.834154375752,10416.8,3679.2196996261528,6789.149902
42,0.9406889541443129,1,1,1,2.3998148998820197,7.45,15228.40015121291,10512.6,3724.359545915353,7016.390137
43,0.9406889541443129,1,1,1,2.4087259322459134,7.0,15247.968193462366,10586.0,3737.769719511354,6852.399902
44,0.9364626715153986,1,1,1,2.4307702432064136,7.23,15045.157370662271,10363.7,3764.1184872050994,6713.899902
45,0.9376007335449941,1,1,1,2.43811224826978,7.13,15074.034295957208,10487.1,3801.6184691147623,6810.120117
46,0.9381221962818064,1,1,1,2.4471469307030187,7.55,15082.417978795265,10361.1,3811.059417640046,6967.100098
47,0.9349143539863676,1,1,1,2.465560182935639,7.35,14968.263496685942,10408.1,3855.849028434911,7069.169922
48,0.935482825505579,1,1,1,2.4876626020895927,7.57,15107.725790250217,10080.7,3885.367635932061,6965.290039
49,0.9340706723430489,1,1,1,2.502916635183875,7.4,15146.529895734722,10109.6,3926.4817093016495,6937.089844
50,0.9352495488890579,1,1,1,2.514786670326926,7.72,15196.13144272014,10372.2,3964.3957264046794,6988.850098
51,0.9371871384719322,1,1,1,2.4971673466917377,7.82,15168.280004902734,10303.3,4041.376305037049,7203.129883
52,0.9376242349763915,1,1,1,2.5143290897231583,7.69,15258.271270876656,10319.0,4048.9744407830435,7158.589844
53,0.9387629847913005,1,1,1,2.5233003658578754,7.3,15337.033689011725,10348.6,4069.0899736510924,7039.149902
54,0.9380916436469127,1,1,1,2.532792037837073,7.11,15332.139763324449,10233.8,4108.7337799351935,6829.100098
55,0.9397776527373909,1,1,1,2.52847252835178,7.18,15367.51250778588,10226.5,4153.456511037609,6830.910156
56,0.9415336178754363,1,1,1,2.53100527265607,7.34,15450.774560840156,10139.6,4172.403833170329,6769.870117
57,0.9393384406505685,1,1,1,2.5470087239555608,7.29,15277.440189463214,10235.3,4208.481167106202,6890.450195
58,0.9366827206565982,1,1,1,2.5564355803803958,7.69,15058.417137608518,10163.7,4262.884937449721,6867.02002
59,0.9357046258511074,1,1,1,2.5657991853166076,7.48,14972.1419478277,9908.8,4284.645220997829,6642.919922
60,0.9307635349686377,1,1,1,2.5925669361022865,7.54,14592.119420611089,9992.3,4262.019682071126,6526.959961
61,0.9314464535012518,1,1,1,2.6042392131799756,7.44,14656.405792313146,9720.3,4265.146805253225,6575.660156
62,0.930536983609529,1,1,1,2.6207686540533484,7.62,14658.473794765167,8682.6,4284.364034496176,6527.350098
63,0.9302817349472251,1,1,1,2.6377242056712755,7.37,14658.677082496195,8364.4,4292.686173706157,6678.339844
64,0.9307948755948879,1,1,1,2.646596898522124,7.19,14680.002963261335,7970.9,4351.951884504904,6701.040039
65,0.9301601119100261,1,1,1,2.6621379023441163,7.36,14662.295406033862,8151.5,4359.072307452531,6913.330078
66,0.9291496958230638,1,1,1,2.682994232379813,6.99,14585.854456356876,8165.8,4373.444699771129,6892.399902
67,0.9297097403919289,1,1,1,2.693695840323022,7.46,14564.264860969606,7995.0,4379.511528159926,6949.009766
68,0.9295723705641619,1,1,1,2.7193780511413905,7.12,14572.80993123434,8275.9,4398.796526120935,7062.129883
69,0.9298762285766864,1,1,1,2.726649183793966,6.9,14559.889618173851,8293.4,4418.423037689763,6795.209961
70,0.9244265253698534,1,1,1,2.7543474869839213,7.02,14069.168904893775,8341.7,4414.962015050078,6838.850098
71,0.9232990264169103,1,1,1,2.770526590482792,6.44,14100.45096552553,8131.8,4429.164787297176,6613.279785
72,0.9219868022464853,1,1,1,2.784502457977387,6.01,13987.584111969129,8121.6,4434.840900184073,6682.740234
73,0.9216601130548209,1,1,1,2.8077948477434824,6.25,13967.361538474972,8064.4,4437.600456539972,6704.240234
74,0.9195177021346647,1,1,1,2.824603762054061,5.8,13836.170699254422,7965.4,4432.008583918044,6763.959961
75,0.9152191094432547,1,1,1,2.8592251527645196,5.47,13414.915116273189,8282.3,4463.719913732062,6767.970215
76,0.915873873064601,1,1,1,2.87089321846532,5.18,13514.492566420146,8166.4,4518.6319126673525,6594.959961
77,0.9154290467269025,1,1,1,2.8811806658099672,5.15,13378.059955025223,8528.9,4516.437280257549,6448.390137
78,0.9168290477578229,1,1,1,2.893649942130378,4.71,13449.455701590061,8512.2,4545.723193241797,6491.52002
79,0.9143683836277743,1,1,1,2.924951143382498,4.52,13208.421202121925,8304.3,4545.166517355829,6342.970215
80,0.9164829699836187,1,1,1,2.9204124726599683,4.27,13253.650287874701,8350.4,4604.66552250017,6243.189941
81,0.9161418637507935,1,1,1,2.9362155295833046,4.17,13177.33035883882,8298.4,4624.827835942419,6046.560059
82,0.916576249023685,1,1,1,2.948643875225238,4.78,13190.178862057597,8331.9,4644.505626301216,5899.350098
83,0.9164739641244556,1,1,1,2.964033389895967,4.89,13144.062569189027,8170.0,4644.477370869632,6262.77002
84,0.9166647262406072,1,1,1,2.970976686398516,5.21,13181.45349803044,7976.1,4650.7366553257025,6288.299805
85,0.9147115520203976,1,1,1,2.9893914601882368,5.08,12996.695943024237,8109.1,4652.8005191602915,6285.27002
86,0.9153429441635434,1,1,1,2.9951439395587336,5.18,13024.838272598165,7906.3,4679.966659810187,6329.970215
87,0.9163892186780466,1,1,1,2.998636639424026,5.25,13078.929813274564,7917.6,4695.862078598841,6360.870117
88,0.9158845761326404,1,1,1,3.01412315718411,5.65,13114.68915992387,8217.2,4704.032716432583,6147.129883
89,0.9144531983383059,1,1,1,3.0327959246517655,5.92,12954.977719609913,8190.0,4717.692459789759,6422.669922
90,0.9140174480097816,1,1,1,3.048145535468529,5.85,12804.743595170034,8031.1,4718.643360460923,6488.25
91,0.9114128483046005,1,1,1,3.071536759335626,5.98,12567.270926451285,7447.1,4722.735250746481,6551.850098
92,0.9093827945895765,1,1,1,3.0918284575944166,6.19,12267.732779236481,7443.9,4731.727948813465,6600.689941
93,0.9055779010436658,1,1,1,3.113535052161519,6.2,11901.2030177785,8575.9,4711.930212106151,6620.939941
94,0.9059815596418727,1,1,1,3.118117830786358,6.11,11883.876186552136,9129.9,4744.467067680142,6601.399902
95,0.9065410524046371,1,1,1,3.127057406612337,6.15,11891.215124800055,9710.0,4768.160450144064,6541.040039
96,0.9064670240284916,1,1,1,3.139140323704244,6.17,11829.155117384149,9284.8,4793.471981679531,6669.640137
97,0.9064158271820282,1,1,1,3.151668068261709,6.01,11773.14352816265,9359.7,4813.31857303435,6668.560059
98,0.9090525639562563,1,1,1,3.1517721307645314,6.05,11785.884451984117,9116.4,4866.655647901755,6718.450195
99,0.9098570532223719,1,1,1,3.1603006725614216,5.52,11857.27893168908,9124.0,4898.107860907994,6784.609863
100,0.9106841308779297,1,1,1,3.1720218110172476,5.39,11942.488270573847,9244.8,4918.130887338712,6646.810059
101,0.9086759598285283,1,1,1,3.1948165183606947,5.41,11724.123976487184,9316.3,4908.34237235475,6658.759766
102,0.908564454565369,1,1,1,3.210029443865033,5.77,11708.036093869056,9174.0,4922.567348907728,6702.549805
103,0.9093533388554141,1,1,1,3.224905966518462,5.61,11718.20189520029,9421.2,4945.331857499893,6787.370117
104,0.9107863063159816,1,1,1,3.2368615811540677,5.55,11815.959628238472,9319.6,4973.396869710553,6697.089844
105,0.9099357764341844,1,1,1,3.2485715882779673,5.98,11783.778217980975,9293.7,4969.777437567602,6632.790039
106,0.9112036263337239,1,1,1,3.2497202779650216,5.88,11800.197027326409,9248.5,4997.972043020434,6807.910156
107,0.9138572068745399,1,1,1,3.2499583310656535,5.88,11871.383974708075,8834.5,5046.750395721819,6906.839844
108,0.9163140753101182,1,1,1,3.2392872461668714,6.0,11903.299714229179,8770.7,5108.555818098525,6875.52002
109,0.9179210238997407,1,1,1,3.2458028016277605,5.8,11958.42140443326,9037.4,5146.668543179377,6959.959961
110,0.9159849636295913,1,1,1,3.270748835055395,5.93,11807.45445943156,8763.2,5135.81329503641,7023.52002
111,0.9161919178067578,1,1,1,3.2887352115719444,5.7,11842.715460903097,8761.7,5140.689333116266,6997.620117
112,0.9166315292764927,1,1,1,3.3011458549906854,5.67,11829.211213151053,8758.9,5159.343656639631,6904.97998
113,0.9176242932318334,1,1,1,3.3108705564453693,5.79,11886.511017373634,8574.6,5172.587370873039,6913.129883
114,0.9169140642981046,1,1,1,3.3278418212449528,5.83,11821.619272400398,8470.2,5190.86573882372,6909.180176
115,0.9189012222457413,1,1,1,3.322512724995525,6.02,11745.952578804636,8499.5,5286.867804452963,7014.669922
116,0.9160551889561711,1,1,1,3.3430752310690592,6.07,11458.748201348571,8457.7,5288.488746358818,7015.879883
117,0.9125605021590147,1,1,1,3.3802096851666468,6.29,11203.492769380062,8206.8,5300.576263379221,7022.419922
118,0.9125814779840794,1,1,1,3.3870252015502067,6.14,11203.7502892967,8135.5,5303.711972407788,7055.180176
119,0.9117834358045318,1,1,1,3.4028999231796493,6.34,11066.224896108066,8114.1,5304.068231516757,7066.609863
120,0.9124207075979806,1,1,1,3.402095614870658,6.12,10949.794871645454,7635.2,5343.818418266445,7062.339844
121,0.9130584946263689,1,1,1,3.4146396592834973,6.21,10957.448837710115,7238.9,5358.682708146662,7035.160156
122,0.9140920019459272,1,1,1,3.416825590918893,6.19,11006.090327444997,7244.8,5377.777331131107,7090.629883
123,0.9130944934922889,1,1,1,3.43801480473393,6.14,10949.786309655798,6763.0,5371.908798928477,7115.430176
124,0.9143328659199421,1,1,1,3.4380287056826897,6.1,11013.586165335519,7158.0,5407.104383706778,7123.220215
125,0.9153768795139073,1,1,1,3.4420503144102303,6.17,11041.18857219877,7111.6,5422.228097764802,7117.0
126,0.9159143664868974,1,1,1,3.4677360157765076,6.33,11153.350707079984,7490.6,5425.4118978283095,7097.529785
127,0.9163327707304081,1,1,1,3.4855774686942134,6.3,11208.77166689459,7480.0,5433.502491752629,7151.569824
128,0.9195292285273251,1,1,1,3.476059201872504,6.51,11187.638885291975,7745.6,5510.398228034346,7150.830078
129,0.9153405019011565,1,1,1,3.5170897695462666,6.18,10878.48043225189,7341.6,5491.828322713502,7156.790039
130,0.9152243735579747,1,1,1,3.529102906654324,6.04,10917.893869333273,7361.0,5497.555979290739,7112.470215
131,0.9142691515219161,1,1,1,3.5540183221742687,5.95,10759.076723217762,7299.3,5511.910184043331,7026.879883
132,0.9147769165343568,1,1,1,3.568991904395105,5.92,10772.855572420513,7162.3,5522.849569714387,7015.689941
133,0.9129119161662073,1,1,1,3.594666923078552,6.01,10616.740977870064,7221.4,5517.999417042763,7164.02002
134,0.9144789358009131,1,1,1,3.595366091006387,6.0,10659.936214403317,7397.5,5557.177940208161,7201.279785
135,0.9109268637638146,1,1,1,3.6272849389106163,5.92,10342.551673357295,7567.2,5566.705166701984,7256.97998
136,0.911151108525142,1,1,1,3.633004102375209,5.96,10348.568082927377,7445.8,5568.075534094959,7243.009766
137,0.9113271007303078,1,1,1,3.640599344048832,6.21,10283.545335660707,7512.3,5580.128300613803,7306.990234
138,0.9102695975592078,1,1,1,3.6605376712253697,5.76,10162.466734135221,7394.6,5583.500429161883,7326.279785
139,0.9091684881372674,1,1,1,3.679987551011799,5.99,9947.224210652163,7236.4,5590.354988868343,7349.279785
140,0.9094484310560258,1,1,1,3.697648898120439,5.98,9952.594860088866,7167.7,5601.43630742142,7380.75
141,0.9083104496417486,1,1,1,3.7211253192976628,5.96,9864.150014376431,7242.9,5613.237569533051,7493.27002
142,0.9087022035934272,1,1,1,3.7332921031246626,5.78,9907.911673102775,7259.3,5623.212856269127,7326.060059
143,0.9083808679148213,1,1,1,3.7401592541772644,5.89,9870.399155827545,7075.2,5635.528515250342,7316.959961
144,0.9068417698302843,1,1,1,3.7604417552679963,5.98,9714.670461898986,7071.5,5632.515251135858,7351.149902
145,0.9060953452836321,1,1,1,3.762488684847281,5.91,9625.21536170077,6903.3,5633.124738962588,7308.189941
146,0.9062297504654969,1,1,1,3.7809102456353028,5.87,9671.734451667018,6672.5,5634.8740418058815,7320.470215
147,0.9064259178290784,1,1,1,3.7992112661989133,5.76,9720.150695556074,7156.5,5643.899041478611,7378.77002
148,0.905222482985252,1,1,1,3.8264293105535216,5.8,9631.724264464485,7150.4,5653.171661542923,7478.419922
149,0.9060241747312672,1,1,1,3.82116879069359,5.52,9567.055710264265,7161.9,5697.217733824527,7499.640137
150,0.9079616493435321,1,1,1,3.8166392468840256,5.7,9601.151874317105,7157.0,5744.070954035041,7544.970215
151,0.9073311630141273,1,1,1,3.846041538121421,5.81,9628.131720662219,7569.3,5744.265947377614,7540.569824
152,0.9079032966635325,1,1,1,3.8524479956974584,5.86,9606.13152487177,7335.6,5773.520022012659,7578.839844
153,0.9100968487769516,1,1,1,3.845178704589933,5.66,9632.713681590538,7259.6,5835.431109145461,7599.740234
154,0.9089865814514518,1,1,1,3.862988118922439,5.68,9463.30490938388,7199.3,5863.449355734441,7568.490234
155,0.9077711890330055,1,1,1,3.886636500194154,5.45,9343.45119341891,7210.2,5859.867611521038,7611.490234
156,0.908941406309405,1,1,1,3.9034743611462965,5.45,9355.495933480976,7262.8,5868.789517926508,7594.890137
157,0.9100608646598466,1,1,1,3.9263681325048925,5.37,9374.81798865213,7350.2,5876.017558576018,7628.149902
158,0.9108359325242007,1,1,1,3.937054153435427,5.26,9388.557651919527,7389.0,5881.021962739398,7629.120117
159,0.9118758469799141,1,1,1,3.9550618575850196,5.3,9427.239492739494,7257.9,5894.188642430706,7654.72998
160,0.9116632397256252,1,1,1,3.968213186564384,5.26,9417.456185853272,7222.0,5917.625843654691,7680.720215
161,0.9135332694769349,1,1,1,3.9590350657685263,5.45,9431.891735263662,7144.6,5975.538500395601,7689.720215
162,0.9125966401787415,1,1,1,3.9811780408502973,5.49,9351.864965393708,7192.0,5975.833450406522,7713.490234
163,0.9133754792976451,1,1,1,3.9796749730800984,5.3,9350.755471135772,7340.5,6004.546945292752,7810.709961
164,0.9141339474212121,1,1,1,3.9909469147298458,5.2,9358.199305013617,7473.4,6024.516401373186,7784.410156
165,0.9153257327594857,1,1,1,3.989109154072581,5.16,9402.651287013883,7547.3,6057.65063476942,7816.919922
166,0.9170614303684054,1,1,1,3.994960454890576,5.15,9389.257653840514,7834.6,6080.315367999103,7826.680176
167,0.9172547578570008,1,1,1,4.008860992577312,5.18,9398.298592998419,8332.0,6081.597171007099,7839.040039
168,0.9178109912789376,1,1,1,4.025836750929036,5.05,9440.909658032371,7964.8,6113.42642301381,7781.459961
169,0.9178109912789376,1,1,1,4.039752612638857,4.87,9526.518965902218,7813.9,6113.42642301381,7751.850098
