day,ZUSD,USD,USDT,USD,DUET,ADUET,ZBTC,BTC,ZNAS,NAS
1,0.9859456689906927,1,1,1,5.047442389382371,11.41,16148.94966006231,11829.6,982.5068948586874,7570.25
2,0.9867983093377479,1,1,1,5.08332748702357,11.85,16430.448948194604,11226.0,983.5525586581216,7660.180176
3,0.9873240928144851,1,1,1,5.134023059258102,11.8,16627.17852860553,11332.7,990.525407112302,7642.669922
4,0.9873240928144851,1,1,1,5.17505108622746,11.43,16730.695455572706,11167.4,991.1348359434776,7654.549805
5,0.9876629149959651,1,1,1,5.2168889413551955,11.34,16864.093764997357,11384.4,995.1173945985099,7622.319824
6,0.9899473889012549,1,1,1,5.264993939188319,10.56,17021.869129788854,12622.1,1015.2044123989147,7523.259766
7,0.9912064943919282,1,1,1,5.298574144172936,10.44,17173.47606508588,13025.0,1019.0200756950733,7453.169922
8,0.9936786110122795,1,1,1,5.328823882075969,10.98,17310.037261185924,11924.8,1032.7237227495932,7430.259766
9,0.9948337862006323,1,1,1,5.350275195839269,11.23,17516.919922385336,11368.1,1038.1491006588053,7447.680176
10,0.9955131076576114,1,1,1,5.391108601140855,11.51,17591.220700909325,11686.5,1046.2457152367872,7507.870117
11,0.9959934573066729,1,1,1,5.439677067145382,11.19,17712.83839903009,11374.2,1052.9739432843337,7488.060059
12,0.9975045434659018,1,1,1,5.471842970614471,11.27,17873.972373258282,10036.4,1062.9962598577927,7561.689941
13,0.9976100107445339,1,1,1,5.5133083594505,11.21,17895.642545890772,10792.9,1065.7112666035362,7545.5
14,0.99953048818182,1,1,1,5.567681859529308,11.41,17954.4695032569,9283.5,1074.7516395875418,7434.72998
15,1.0022936710811559,1,1,1,5.598430156039265,11.54,18126.733091280963,9777.4,1081.3456888091766,7494.399902
16,1.0049947933988592,1,1,1,5.632373846297361,11.1,18210.40096866574,10594.8,1098.8336821136857,7490.319824
17,1.0058065438602484,1,1,1,5.7077771364363485,11.09,18235.58876580221,10544.6,1113.3499913358776,7569.029785
18,1.0063125827364188,1,1,1,5.7351282195816715,11.09,18266.342315350314,10754.4,1117.7875339613547,7531.069824
19,1.006620975702329,1,1,1,5.796354476518783,10.48,18386.9870087576,10727.8,1134.5645318169968,7548.75
20,1.0069341252030422,1,1,1,5.834738327090997,10.01,18441.28292500142,10326.5,1134.917483250795,7563.189941
21,1.0072402581775324,1,1,1,5.895485697589335,9.86,18578.753669578487,9647.7,1154.81516082654,7563.089844
22,1.0048850866721708,1,1,1,5.945022749496842,9.91,18551.362072563144,10127.0,1172.3980264479487,7629.569824
23,1.0050966431637969,1,1,1,5.983089284942009,10.65,18664.346390395203,9756.4,1178.2855497910934,7627.649902
24,1.0059313328504842,1,1,1,6.026770241126719,8.72,18714.588273350346,10156.1,1197.4580162684758,7645.450195
25,1.0065498412121558,1,1,1,6.0662909117338355,8.0,18785.72527596657,9485.7,1210.7164034924544,7628.279785
26,1.0071260805612448,1,1,1,6.102676330204713,8.14,18891.655429818653,9774.8,1220.5509173881624,7637.430176
27,1.0088015124418273,1,1,1,6.1241183498251255,8.19,18960.36184632282,9544.6,1224.4450030754435,7490.0
28,1.008907437695036,1,1,1,6.1910806479142675,8.33,19006.915095442022,9678.3,1232.2893726922953,7399.009766
29,1.0094936578763154,1,1,1,6.270711166806069,8.51,19214.709801676094,10010.7,1243.9867342803989,7352.819824
30,1.0095972646448574,1,1,1,6.330849015157452,7.74,19284.865203731853,10385.5,1272.5054584978334,7371.620117
31,1.00951742020982,1,1,1,6.359790614766032,8.0,19183.6769986898,10775.8,1281.219630859233,7044.5
32,1.00951742020982,1,1,1,6.438148495230761,8.14,19325.168430523143,10845.5,1302.2844215138425,6964.029785
33,1.00951742020982,1,1,1,6.5059506627249855,8.42,19392.22208082547,11389.1,1308.486910351648,7157.209961
34,1.0100212830363013,1,1,1,6.53894866934814,8.25,19414.586840347358,11601.4,1309.139992606461,7068.669922
35,1.0102426456279718,1,1,1,6.5777909816890405,8.25,19418.841862822006,11786.2,1311.8026822486145,7276.430176
36,1.0105205606056609,1,1,1,6.60801536563535,8.12,19438.8877413436,11391.0,1312.163555564295,7278.629883
37,1.0102173998782236,1,1,1,6.653831781250247,8.09,19443.407864203313,11354.6,1328.9909687580944,7116.089844
38,1.0095375683250976,1,1,1,6.7452783909099,7.93,19644.198740633776,10640.9,1340.8596948996037,7107.22998
39,1.0095375683250976,1,1,1,6.782648207124749,7.43,19720.462324640186,10013.8,1343.6465494616018,7141.209961
40,1.0098247619512724,1,1,1,6.826722085615865,7.45,19806.112764803616,10376.0,1347.5817516563768,7118.669922
41,1.0098247619512721,1,1,1,6.890769062344158,7.87,19806.112764803613,10416.8,1355.153134402502,6789.149902
42,1.0100248272684687,1,1,1,6.94896389666615,7.45,19950.27029785851,10512.6,1357.5621015787444,7016.390137
43,1.0100248272684687,1,1,1,7.00662641341556,7.0,20029.40128125692,10586.0,1360.916107970018,6852.399902
44,1.0100248272684687,1,1,1,7.051957650149726,7.23,20187.338691323825,10363.7,1360.9161079700182,6713.899902
45,1.0100248272684687,1,1,1,7.129812057035313,7.13,20220.606777178218,10487.1,1367.9604828720753,6810.120117
46,1.0100248272684687,1,1,1,7.209372090680971,7.55,20313.494607669043,10361.1,1380.602433499042,6967.100098
47,1.0100248272684687,1,1,1,7.256902171570099,7.35,20399.569990622233,10408.1,1382.6996628017,7069.169922
48,1.010130580098232,1,1,1,7.299284234909855,7.57,20401.70589084391,10080.7,1383.75555512478,6965.290039
49,1.0102762930537592,1,1,1,7.332671524673118,7.4,20418.549068288554,10109.6,1384.5192015042485,6937.089844
50,1.0105160372076725,1,1,1,7.351509590471936,7.72,20527.89477565607,10372.2,1384.8477555709167,6988.850098
51,1.0105160372076725,1,1,1,7.395818196673698,7.82,20661.38125137609,10303.3,1387.4760095796455,7203.129883
52,1.0115529052511436,1,1,1,7.427111105226152,7.69,20835.957166572432,10319.0,1397.262140978355,7158.589844
53,1.0126043168587455,1,1,1,7.479405844087862,7.3,20919.14733186046,10348.6,1418.4308955004744,7039.149902
54,1.0126043168587455,1,1,1,7.516284011454984,7.11,21009.83527884499,10233.8,1418.4308955004742,6829.100098
55,1.0128088489282685,1,1,1,7.5561278504168365,7.18,21064.560738688873,10226.5,1430.1124482977596,6830.910156
56,1.0128088489282685,1,1,1,7.635742945651087,7.34,21139.0241214125,10139.6,1445.7308509334039,6769.870117
