day,ZUSD,USD,USDT,USD,DUET,ADUET,ZBTC,BTC,ZNAS,NAS
1,0.9862726656874163,1,1,1,5.03764154565047,11.41,16091.107616066134,11829.6,989.991203272219,7570.25
2,0.9880603734775327,1,1,1,5.063080258952632,11.85,16160.766299932819,11226.0,1004.4261145865077,7660.180176
3,0.9898028955363324,1,1,1,5.083676869212961,11.8,16341.22929815595,11332.7,1014.9032170555171,7642.669922
4,0.9900954151621029,1,1,1,5.120080472678582,11.43,16406.06933461149,11167.4,1024.1563720079057,7654.549805
5,0.9911488432602339,1,1,1,5.1638270534075765,11.34,16524.067492328973,11384.4,1034.476825856862,7622.319824
6,0.9920505535422082,1,1,1,5.215258339271029,10.56,16679.167026720774,12622.1,1060.3644506226067,7523.259766
7,0.9941479980098978,1,1,1,5.249129753471611,10.44,16888.714044548226,13025.0,1066.7058175784916,7453.169922
8,0.9950509310144109,1,1,1,5.296549529840387,10.98,17046.6804995963,11924.8,1089.8279470401965,7430.259766
9,0.9976352324604449,1,1,1,5.332573635365991,11.23,17139.088892768115,11368.1,1098.9893037032743,7447.680176
10,0.9995515045984753,1,1,1,5.382001678797189,11.51,17252.009531728516,11686.5,1117.0869988190368,7507.870117
11,1.0016548399132337,1,1,1,5.4146757338771625,11.19,17323.365918929474,11374.2,1127.9341936129822,7488.060059
12,1.0028967151680503,1,1,1,5.453941987150124,11.27,17344.843835880103,10036.4,1135.0770997712748,7561.689941
13,1.0048006951209056,1,1,1,5.484376567674523,11.21,17413.250669214223,10792.9,1152.7664393046584,7545.5
14,1.0052363454579591,1,1,1,5.50943722081108,11.41,17439.34295857683,9283.5,1157.053357582516,7434.72998
15,1.005931067168296,1,1,1,5.559306651534599,11.54,17634.91698004594,9777.4,1162.938309328144,7494.399902
16,1.0076245126299386,1,1,1,5.5935848266741095,11.1,17902.9318505161,10594.8,1168.8119362169318,7490.319824
17,1.005698661625202,1,1,1,5.647360463900245,11.09,17948.080966387413,10544.6,1176.2267996109551,7569.029785
18,1.006110096076931,1,1,1,5.682367616510884,11.09,17985.87216831148,10754.4,1182.431916445771,7531.069824
19,1.0066622668104286,1,1,1,5.723627042427482,10.48,18011.67704804441,10727.8,1190.491282010325,7548.75
20,1.005439563648683,1,1,1,5.754326552398071,10.01,18081.46433076905,10326.5,1196.3604271231854,7563.189941
21,1.0054982542628073,1,1,1,5.789725201862136,9.86,18141.792934122688,9647.7,1203.145873830454,7563.089844
22,1.0064091307147645,1,1,1,5.835296712290221,9.91,18234.73602212166,10127.0,1210.3187934836046,7629.569824
23,1.006608696352703,1,1,1,5.862201356746808,10.65,18243.325442565445,9756.4,1220.2141945330088,7627.649902
24,1.0067002683707467,1,1,1,5.929522895003011,8.72,18275.015896990084,10156.1,1228.9662973097577,7645.450195
25,1.0069139525885822,1,1,1,5.975981295703017,8.0,18305.245403593923,9485.7,1236.4247792058595,7628.279785
26,1.0071910713495738,1,1,1,6.0234148761880295,8.14,18385.141824856295,9774.8,1243.7951106259618,7637.430176
27,1.0071910713495738,1,1,1,6.055501500638903,8.19,18440.321641240138,9544.6,1244.7010111999368,7490.0
28,1.002139801165529,1,1,1,6.106340761349382,8.33,18347.839639026013,9678.3,1253.0144790878073,7399.009766
29,1.0028058610575121,1,1,1,6.136832556522404,8.51,18410.485802438394,10010.7,1262.912177991893,7352.819824
30,1.004155016714466,1,1,1,6.172750055721711,7.74,18446.49947086515,10385.5,1278.6511334184488,7371.620117
31,1.0042205100280253,1,1,1,6.249071371787183,8.0,18592.963613000724,10775.8,1293.0420322881112,7044.5
32,1.0063263191987646,1,1,1,6.299174160743826,8.14,18844.286466615078,10845.5,1298.9397657577715,6964.029785
33,1.007035370641825,1,1,1,6.328722207368286,8.42,18910.650322257618,11389.1,1307.229586905833,7157.209961
34,1.007606463804478,1,1,1,6.385710700543298,8.25,19053.447357952708,11601.4,1313.9552772883515,7068.669922
35,1.007606463804478,1,1,1,6.460130540260901,8.25,19104.271700112535,11786.2,1341.2854890614058,7276.430176
36,1.0027444278316933,1,1,1,6.512534930810477,8.12,19059.169551007486,11391.0,1346.9911790938331,7278.629883
37,1.00551919189835,1,1,1,6.56057359880249,8.09,19193.007687957783,11354.6,1356.789152046709,7116.089844
38,1.0057103743792302,1,1,1,6.610304087518548,7.93,19298.47575350467,10640.9,1366.757137678093,7107.22998
39,1.0042147984223138,1,1,1,6.623336611063421,7.43,19277.55249177999,10013.8,1366.462652759702,7141.209961
40,1.0016128686675567,1,1,1,6.6675616426464375,7.45,19323.16723936006,10376.0,1377.8060225595461,7118.669922
41,1.0031082718472282,1,1,1,6.722175046814561,7.87,19382.73890474068,10416.8,1409.7548926771049,6789.149902
42,1.0042282307918011,1,1,1,6.755248461257305,7.45,19450.177185773995,10512.6,1430.6693081602473,7016.390137
43,1.0022386230244713,1,1,1,6.687884668754098,7.0,19411.64189825848,10586.0,1438.2131279294895,6852.399902
44,1.001080630393579,1,1,1,6.729794127562837,7.23,19555.645161125372,10363.7,1436.5514076908812,6713.899902
45,1.0028358089178055,1,1,1,6.784033661654074,7.13,19732.307595432103,10487.1,1456.2660006662484,6810.120117
46,1.0032516076334164,1,1,1,6.829947509730553,7.55,19751.461684191952,10361.1,1466.5753555566275,6967.100098
47,1.0040601619821632,1,1,1,6.879380962095119,7.35,19767.380054137586,10408.1,1492.4897329013547,7069.169922
48,1.0041317736401763,1,1,1,6.961086108817403,7.57,19768.789904775876,10080.7,1514.4108581710318,6965.290039
49,1.0053403162101555,1,1,1,6.992187791507974,7.4,19839.5390668499,10109.6,1521.3049891963847,6937.089844
50,1.0058743395025636,1,1,1,7.032899117713781,7.72,19961.158911985905,10372.2,1522.9404181863026,6988.850098
51,1.0058743395025636,1,1,1,7.079386164650456,7.82,19961.158911985905,10303.3,1541.8990315506412,7203.129883
52,1.0059876353545953,1,1,1,7.1292219998816755,7.69,20028.503857133564,10319.0,1556.0298506330785,7158.589844
