gen,avgloss,maxloss,loss1,loss2,loss3,exp_id
0,10822.333430584169,12347.282356826237
1,11106.52610169976,11825.08324752398
2,11427.957131781563,11888.429181870613
3,11356.389120362786,12143.478372917074
4,11251.75549256855,11888.429181870613
5,11362.797924671871,12027.916646599788
6,11431.088602598116,12027.916646599788
7,11488.887539420082,12053.547206705645
8,10799.5542179002,12380.984803362939
9,11820.068192671753,12380.984803362939
10,11438.025535992794,12263.306681874741
11,11335.677098447297,12033.978630143378
12,11261.402223692507,12033.978630143378
13,11285.663517566207,12172.766226377807
14,11744.7185413143,12129.942743064286
15,11737.983649637445,12324.777106566187
16,11783.702960776363,12469.367891305108
17,11718.652348351581,12145.626827818385
18,11783.101132780052,11986.642198566236
19,11868.810721858,12279.202574833318
20,11907.768895184949,12530.271795176533
21,12042.985282305606,12384.507196961287
22,11885.988328686188,12094.020898027164
23,11842.59600840696,12111.4351399349
24,11932.875790064632,12324.027847886546
25,12071.20794166506,12324.027847886546
26,11996.685269503872,12446.525856999084
27,12079.795107621518,12414.701735050658
28,11936.499773373878,12285.734620106996
29,11954.010430391867,12342.542842654762
30,11655.513168333298,12342.542842654762
31,11601.306887013478,12342.542842654762
32,11650.53765995306,12267.320902216346
33,11207.346752580203,12245.483848748298
34,11172.363075476022,12535.870453936031
35,11351.678325731395,12446.871033096282
36,11753.440103535311,12508.940780377046
37,11389.526636685441,12364.701001644797
38,11412.369420225074,12309.108783368714
39,12034.71806043521,12344.042041024592
40,11803.146766170099,12281.790830719263
41,11825.002852312678,12359.878020569511
42,11840.939210658555,12565.66421344124
43,11829.054185036981,12451.177108992764
44,11712.076914504652,12697.738351295662
45,11823.007658710667,12514.248158443299
46,11736.230832445239,12394.74168732199
47,11809.465027975353,12535.61274592609
48,11757.553188898144,12247.851518946107
49,11687.216839976449,12510.70092724539
50,11984.081087730992,12662.70981252437
51,11733.845673719525,12075.663361274723
52,11723.495479954012,12271.623531395546
53,11912.711422086853,12305.772754656635
54,11877.732555006553,12146.839924804397
55,11879.82640213152,12176.468831085904
56,11995.18510139796,12322.455825767374
57,11886.81646469083,12479.283963686996
58,11846.46361668403,12251.931264725701
59,11583.43356273937,12116.76593748203
60,11654.513906105014,12283.461793485068
61,11350.293917634868,12108.884296000928
62,10907.46274963798,12245.24473012024
63,11214.809086123092,12321.76388111033
64,11108.082887313592,12274.194622778372
65,11022.192492354261,12311.671959300162
66,10513.375510117581,12228.735546968064
67,10638.954771248074,12622.103032661344
68,11433.503578211315,12622.103032661344
69,11636.545525965868,12276.703604661752
70,11151.996131973363,12276.703604661752
71,10663.561402899479,12276.703604661752
72,11399.512801987681,12909.373357414794
73,12092.883152070173,12502.59604386121
74,12075.64290590851,13060.888921757993
75,11677.843978092778,12418.574575717726
76,11013.095292561025,12418.574575717726
77,11661.110830317264,12470.225958852756
78,11554.574085863409,12472.555080900194
79,11545.722194889848,12472.555080900194
80,11979.47329469168,12293.579377387457
81,11889.825661421322,12464.964585383168
82,11875.252431797104,12600.735054223765
83,11749.409336156263,12600.735054223765
84,11588.834707309707,11951.170243626764
85,12067.20769704318,12309.50098760228
86,12057.87676945331,12353.004273547233
87,12037.652851024473,12603.791995350979
88,11479.961189621923,12603.791995350979
89,12039.065099796277,12404.00314558567
90,12025.645824510566,12325.942843962384
91,11971.655496742755,12491.379644865096
92,12055.871461313194,12551.869893759498
93,12024.12194104958,12329.311009994728
94,12084.991937324026,12394.461655240075
95,12057.716869451304,12193.713332948992
96,12007.163780643594,12221.85889230568
97,11914.083130338131,12239.182090383494
98,11397.722736991931,12354.427995707085
99,11317.152293129617,12315.090402148835
99,11317.152293129617,13060.888921757993,12241.167058522286,819.7218632357065,1,b21764bb6e654100ad481746678a267a
