address,choice,balance,timestamp,day,dateUtc,authorIpfsHash,relayerIpfsHash,,ÈÕÆÚ
0x2A1049062c6Cfd69bd38fbaf3b0559DF1DBbc92c,1,19.32578843,1606302228,2,"Wed, 25 Nov 2020 11:03:48 GMT",QmUruA4cQpqGRDK8q1MzBbkdHgkXRe36PrWf5ocsmmTn8k,QmackqtHSYmqLFGdD4DQv1njVjRMQTtphRiXvaPCgcioNP,,"Wed, 25 Nov 20"
0xc3A1b0600BA577587B6F9441aBf5bAA9f0804819,1,25,1606303133,2,"Wed, 25 Nov 2020 11:18:53 GMT",QmWZBofuV42o41TSHrvssKTuZ8hsTTnAiiKNATSib6LYYi,QmZzjiQXPBDWvv1UV4Z798KzJktSSWcJmF2dzrgiZ6D4Eu,,"Wed, 25 Nov 20"
0xFe13988736d95D052C2E45e5b4E1Ef2e2750b7F4,1,3556.224384,1606305285,2,"Wed, 25 Nov 2020 11:54:45 GMT",QmYiEmR18CcyTx639q3n9qxF1sjrGBEa6GGqduRWYKeUoe,QmboLYZVxgvX7MHC7kmCtyxEHJ3LCdbB4pdexU6jzQderK,,"Wed, 25 Nov 20"
0x415FCE36e2Dc12421F20b93DbaD1dd68bd2F6db6,1,63.84230769,1606314754,2,"Wed, 25 Nov 2020 14:32:34 GMT",QmQcdFzqiByw5iQcfdLQUQaFyABuqH96iHFojv2EX5CMtf,QmTaWVuiU4sfanh5Dib8WgoTVLg218bvGggsi1mPRi7R9R,,"Wed, 25 Nov 20"
0xd894de705b1fA1548C8C7Ad1B827b32f6CA36475,1,90,1606320670,2,"Wed, 25 Nov 2020 16:11:10 GMT",QmZDZMJAQPbL4vrkJ3Q5ggXBgL1K3b3212KyanB3JsCyti,QmUaptFgzPtv22wAX7x3NX9X9DmnpbHS7GzeKondWD7m5f,,"Wed, 25 Nov 20"
0x99E060E20ecA95feD24eCFb291161cB8069BFe85,1,243.5508133,1606339016,2,"Wed, 25 Nov 2020 21:16:56 GMT",QmWoEzeRNq98tBGm3g24gLy9Mkvk3BDD8AnYihQFAZUQ3u,QmV9Z2QsRBm9Y4T3NEez77VcKYf49C1f1ne54zGVMZMr4b,,"Wed, 25 Nov 20"
0x4145D3E2f3Cd0BAcEc559D27EB51768DDEdE67a2,1,151.2354389,1606355015,3,"Thu, 26 Nov 2020 01:43:35 GMT",QmWGrEsyXuHULbeSVYd4n3bwLPFcqLUcB1ePwPQqJhBt6m,QmZ4DdEfxwDcJf4onA4aoDRrmKkVDhdwyRgFWxG7WGecLh,,"Thu, 26 Nov 20"
0x449E8424e765a04b6b10E10C13EF941A9bF0D48A,1,6.468023326,1606385242,3,"Thu, 26 Nov 2020 10:07:22 GMT",QmQnTJZr3JE16rjLQ6iNZPGBbvQ5U52aK2VNSHFQT8i4WS,QmbF3Xppc6HeEpPGvo4dWXhjxeR6o5sh8geUAfxaUKA95k,,"Thu, 26 Nov 20"
0x48184BEA4FFC3d4f915fAD74e18335daffA06326,1,1892.44,1606389660,3,"Thu, 26 Nov 2020 11:21:00 GMT",QmdMob75WM3rT8CCHHYpfjTtTGbvHv5N9Lqa1qCHABaGVt,QmQzn6si84sdr8yPnsjGnCAoVDSqGL6W7n1LqijLHptRQg,,"Thu, 26 Nov 20"
0x13d89b34BD57f483f4023ca147D1f093436CF4F4,1,10.2331221,1606391341,3,"Thu, 26 Nov 2020 11:49:01 GMT",QmUVLGB5cdzZc4JGWTkD7vrgXy3fndLwa7wdsCoQBLVS6q,Qmb22rNCwRXPC1bssZKv3UjXTRXg21z6gp2MAzpNrJZ4BX,,"Thu, 26 Nov 20"
0xEEC0723A0Af783f4FAE753d17eE642AA7d5f28dF,1,246.09828,1606405891,3,"Thu, 26 Nov 2020 15:51:31 GMT",QmWeCRiHhpJW5ZU9uh7hcioALnUozeZvPkRRcREzGCzPeK,Qmb4aHi5vC5R9fPCJFcpVmTuR1sBgmY1s34WDWniJdjvZc,,"Thu, 26 Nov 20"
0xDaC976629020966a03Ed95f19d0DB8f3a8A7215a,1,3044.225601,1606407399,3,"Thu, 26 Nov 2020 16:16:39 GMT",QmVf2P5dgFXLmV6J4QmWRxWozW4VXcayefWV1B7YhsNhuU,Qma2JLQjJGTSbZpqqBCXrNgAfcLxSuRHF1p1V3SdsT8Xuz,,"Thu, 26 Nov 20"
0x9381741a8aDa2B21CCAcC5a920A65e8C35d0fA94,1,2,1606409512,3,"Thu, 26 Nov 2020 16:51:52 GMT",Qma5zE2v5hpMv12WHuRhzJ6E4iqk4WqyQvuYVzwE1yar4U,QmYNhS7QcfSK86qvzKmYyH16MB7R5sfs4eoAQfRZpmywRx,,"Thu, 26 Nov 20"
0x557156b8FE6A203Dc1a60869bff5555A0ade30dc,1,1412.51,1606410435,3,"Thu, 26 Nov 2020 17:07:15 GMT",QmbeCYfQ61BHVo8zsH2MZ6ic4Em5iXod8eXh6RbpXuz5Pb,QmcC2vwWeJMrYYfMMFqfh6eXYc1K9C1KxdkE9on4ezhkTH,,"Thu, 26 Nov 20"
0xe2fbC567DedcfBF69018213A700f96A407cfaB14,2,32.00162256,1606410340,3,"Thu, 26 Nov 2020 17:05:40 GMT",QmNa4UmPSxFonHezb9fb2zRU39LYfQrrjP6BiavqZAX8SP,QmeCmMwpMYavJunmmndooLL74ke9Tdejw7JRk2HpsSjhRa,,"Thu, 26 Nov 20"
0x08f8C46f9f71E301bA41f59C253c412F1A129daD,2,2736.209047,1606412480,3,"Thu, 26 Nov 2020 17:41:20 GMT",QmYYA7X2fVRHkXnL57G2AnjYgAxmZeETcQnjzKpxMRksxN,QmZXCqFMduk4wtxyE1gKMuknq9Y23o57fEVTfzGRfUe5o1,,"Thu, 26 Nov 20"
0xDb4F3a2DEf81C523A76856d145fA05f330057E3B,2,136.11,1606412539,3,"Thu, 26 Nov 2020 17:42:19 GMT",QmUbGQ19JbY4WE52QZfDUSmhAP7WYs2hZ4nVsqWwoNMFZV,QmZTgGDypDUiKZ6SiWAyJUBhpQ1exARzHi59tvhqSCqMbQ,,"Thu, 26 Nov 20"
0x1A31C94f97C649bC2a8aDbCeb54D1f4a075be4b1,2,121.7398679,1606413759,3,"Thu, 26 Nov 2020 18:02:39 GMT",QmezVXrT2bZvX91sYxpCKNHSUFjcxXfKReiSRpZmGwmW11,Qmc6oFQgHwkDYnaZGmww8QE7LjABp3mttTe6HJQwniYXZz,,"Thu, 26 Nov 20"
0xdb24EfF70Fb73bCb2B9eacBf3AdCeb7717813FFf,2,80.07864978,1606426038,3,"Thu, 26 Nov 2020 21:27:18 GMT",Qmakxszx1X5vSPTL1zNiNeW7LHKjW2BKs3P5YvkLw8qvV9,QmQcWzESVgPybQJxcjFqB15edwKZjbpUxF4FqoEyLZz2Xz,,"Thu, 26 Nov 20"
0x9e2B38c9EF8fF91F2C73Ab0475bCe66b14A4B31f,2,148.5116039,1606461887,4,"Fri, 27 Nov 2020 07:24:47 GMT",QmNwymQRRicWSBDHhj9SXTy1RnZ7djGuxZeKxQWXj8dckM,QmdD8RdjLaRnXMbUxGuVM5ECzNxPSzojW1j1HXGB6TZqWF,,"Fri, 27 Nov 20"
0x6fBc9E9E489Dd1e511C91F43A34be0Df2145d9BF,1,1009.45,1606476439,4,"Fri, 27 Nov 2020 11:27:19 GMT",QmWk6fRXHUjhJ8R4mgsxSdeT9gWwwJXNbWFTkjeZwqLrUQ,QmRFcwqku18j2bFazBtYdA6GEpZTm3i9ovD9DEtu1BToSW,,"Fri, 27 Nov 20"
